Penn State DPubs,Subscribed,Pennsylvania State University
Penn State Electronic Theses and Dissertations,Subscribed,Pennsylvania State University
Penn State University Libraries Web Site,Subscribed,Pennsylvania State University
Penn State University Web Site,Subscribed,Pennsylvania State University
Pennsylvania Civil War Newspapers [full page reproduction],Subscribed,Pennsylvania State University
Pennsylvania Geology,Subscribed,Pennsylvania State University
Pennsylvania German Broadsides and Fraktur,Subscribed,Pennsylvania State University
Pennsylvania Historic Newspapers (via PA State Library) [full page reproduction],Subscribed,Pennsylvania State Library
Pennsylvania History Pictorial Collections,Subscribed,Pennsylvania State University
Pennsylvania State University Library Catalog,Subscribed,Pennsylvania State University
People's Daily (____),Subscribed,Green Apple Data Center (_______)
Performing Arts Encyclopedia,Subscribed,Library of Congress
Periodici Italiani Digitalizzati,Subscribed,Biblioteca di Archeologia e Storia dell'Arte
PERSEE - Portail de revues scientifiques en sciences humaines et sociales,Subscribed,French Ministry of National Education
Perspectivia.net,Subscribed,Perspectivia.net
Phase Equilibria Diagrams Online,Subscribed,American Ceramic Society
Philosopher's Index,Subscribed,ProQuest
Philosophy Documentation Center Collection,Subscribed,Philosophy Documentation Center
Phycologia,Subscribed,International Phycological Society
PhysicsWorld Archive,Subscribed,IOP Publishing
PIO - Periodicals Index Online,Subscribed,Chadwyck-Healey
PION Journals,Subscribed,PION
Plant Management Network,Subscribed,Plant Management Network
Plunkett Research Online,Subscribed,Plunkett Research
PolicyFile,Subscribed,Chadwyck-Healey
PolicyMap,Subscribed,The Reinvestment Fund (TRF)
Political Handbook of the World Online Edition,Subscribed,CQ Press
Political Risk Yearbook,Subscribed,PRS Group
"Political, Economic, and Military Conditions in China: Reports and Correspondence of the U.S. Military Intelligence Division, 1918-1941",Subscribed,Gale
Polling the Nations,Subscribed,ORS Publishing
Pollution Abstracts (Full archive),Subscribed,ProQuest
Polymer Preprints,Subscribed,American Chemical Society
Pop Culture Universe,Subscribed,Greenwood Publishing Group
PopLine,Subscribed,Johns Hopkins University
Portal de Revistas de la Red de Centros Miembros de CLACSO,Subscribed,Consejo Latinoamericano de Ciencias Sociales (CLACSO)
Portico (Triggered Content),Subscribed,"Ithaka Harbors, Inc."
Portland Press Electronic Journals,Subscribed,Portland Press
Poultry Science Association,Subscribed,Poultry Science Association
Praeger Security International,Subscribed,Greenwood Publishing Group
PressDisplay.com,Subscribed,NewspaperDirect.com
Proceedings of the IEEE,Subscribed,IEEE
Professional Engineering Publishing,Subscribed,MetaPress
Project Euclid Direct,Subscribed,Project Euclid
Project Euclid Open Access,Subscribed,Project Euclid
Project Euclid Prime,Subscribed,Project Euclid
Project Gutenberg Online Catalog,Subscribed,Project Gutenberg
Project MUSE - Premium Collection,Subscribed,Project MUSE
PROLA - Physical Review Online Archive,Subscribed,American Physical Society
ProQuest Congressional,Subscribed,ProQuest
ProQuest Congressional Hearings Digital Collection: Part A (1789-1997),Subscribed,ProQuest
ProQuest Congressional Hearings Digital Collection: Part B (1980-2003),Subscribed,ProQuest
ProQuest Congressional Hearings Digital Collection: Part C (2004-2010),Subscribed,ProQuest
ProQuest Direct Complete (Legacy Platform),Subscribed,ProQuest
Proquest History Vault,Subscribed,ProQuest
ProQuest Legislative Insight,Subscribed,ProQuest
Proquest Statistical Abstract of the United States 2013,Subscribed,ProQuest
ProQuest Statistical DataSets,Subscribed,ProQuest
ProQuest Statistical Insight,Subscribed,ProQuest
PsycArticles,Subscribed,American Psychological Association
PsycARTICLES,Subscribed,ProQuest
Psychiatrist.com,Subscribed,"Physicians Postgraduate Press, Inc."
Psychiatry Legacy Collection Online Journals 1844-1996,Subscribed,American Psychiatric Publishing
PsycINFO,Subscribed,ProQuest
Public Documents Masterfile,Subscribed,Paratext
Public Health Reports,Subscribed,Association of Schools of Public Health
Public Library of Science (PLoS),Subscribed,Public Library of Science
Published International Literature On Traumatic Stress (PILOTS) (Legacy Platform),Subscribed,ProQuest
PubMed Central,Subscribed,National Library of Medicine
Purdue University Library Catalog,Subscribed,Purdue University
Queen Victoria's Journals,Subscribed,Chadwyck-Healey
R2 Digital Library,Subscribed,"Rittenhouse Book Distributors, Inc."
Race Relations Abstracts,Subscribed,EBSCOhost
"Radical Scatters: Emily Dickinson's Late Fragments and Related Texts, 1870-1886",Subscribed,University of Nebraska - Lincoln
Readers' Guide Retrospective: 1890-1982 (H.W. Wilson),Subscribed,EBSCOhost
Reading Europe,Subscribed,European Library
Reaxys,Subscribed,Elsevier
REDALyC,Subscribed,Universidad Autonoma del Estado de Mexico
Reference Global,Subscribed,Walter de Gruyter
Retrodigitized Journals,Subscribed,Swiss Electronic Academic Library Service
RevEL@Nice,Subscribed,Universite de Nice
REVICIEN Open Access Journals,Subscribed,Red de Revistas Científicas Españolas
Revistas Cientificas Del CSIC Free Journals,Subscribed,Consejo Superior de Investigaciones Cientificas (CSIC)
Revistas Medicas Cubana,Subscribed,Revistas Medicas Cubana
Revistes Catalanes amb Accés Obert (RACO),Subscribed,Consorci de Biblioteques Universitàries de Catalunya
Revues.org,Subscribed,Revues.org
RFN Journaux et Revues,Subscribed,Réseau Francophone Numérique (RFN)
RIA Checkpoint,Subscribed,Thomson RIA
RIA Checkpoint (Business: AICPA & FASB),Subscribed,Pennsylvania State University
RILM Abstracts of Music Literature,Subscribed,CSA
RIPM Online Archive of Music Periodicals,Subscribed,EBSCOhost
Risk Abstracts (Full archive),Subscribed,ProQuest
Riviste Scientifiche Unicredit,Subscribed,Unicredit Group
Rockefeller University Press,Subscribed,Rockefeller University Press
Rock's Backpages,Subscribed,Backpages Limited
Rocky Mountain Mathematics Consortium Journals,Subscribed,Rocky Mountain Mathematics Consortium
Roper Center Public Opinion Archives (with iPOLL),Subscribed,Roper Center for Public Opinion Research
Rotunda,Subscribed,University of Virginia Press
Roubini Global Economics,Subscribed,RGE Monitor
Royal College of Psychiatrists,Subscribed,Royal College of Psychiatrists
Royal Society of Chemistry,Subscribed,Royal Society of Chemistry
Royal Society of Chemistry Free Journals,Subscribed,Royal Society of Chemistry
Royal Society of Chemistry Journals Archive (1841-2004),Subscribed,Royal Society of Chemistry
Royal Society of Chemistry Package A,Subscribed,Royal Society of Chemistry
Royal Society of Chemistry Package Gold,Subscribed,Royal Society of Chemistry
Royal Society of Medicine Press,Subscribed,SAGE Publications
Royal Society of New Zealand Open Access Journals,Subscribed,Royal Society of New Zealand
Royal Society Publications,Subscribed,Royal Society Publications
SA ePublications Open Access Journal Collection,Subscribed,Sabinet Online Ltd.
Safari Technical Books,Subscribed,ProQuest
SAFEHAVEN Reports on Nazi Looting of Occupied Countries and Assets in Neutral Countries,Subscribed,Gale
SAGE Complete A-Z List,Subscribed,SAGE Publications
SAGE Deep Backfile Package 2012,Subscribed,SAGE Publications
SAGE E-Reference Original Collection,Subscribed,SAGE Publications
SAGE IMechE Collection,Subscribed,SAGE Publications
SAGE IMechE Proceedings Archive,Subscribed,SAGE Publications
SAGE Materials Science and Engineering Collection 2012,Subscribed,SAGE Publications
SAGE Premier 2012,Subscribed,SAGE Publications
SAGE Premier 2013,Subscribed,SAGE Publications
SALT Publications,Subscribed,Society for Applied Learning Technology
SciELO Complete,Subscribed,SciELO
Science Alert,Subscribed,Science Alert
Science and Technology Facilities Council (STFC) IR -- ePubs,Subscribed,Science and Technology Facilities Council
Science Citation Index Expanded,Subscribed,Thomson Reuters
Science Magazine,Subscribed,American Association for the Advancement of Science
Science of Aging Knowledge Environment (SAGE KE),Subscribed,American Association for the Advancement of Science
Science of Synthesis,Subscribed,Thieme
Science.Gov,Subscribed,National Technical Information Service
ScienceDirect Agricultural & Biological Sciences Backfile,Subscribed,Elsevier
ScienceDirect Agricultural and Biological Sciences eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Agricultural and Biological Sciences eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Agricultural and Biological Sciences eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Agricultural and Biological Sciences Supplement 1,Subscribed,Elsevier
"ScienceDirect Biochemistry, Genetics & Molecular Biology Backfile",Subscribed,Elsevier
"ScienceDirect Biochemistry, Genetics and Molecular Biology eBook Collection 2008",Subscribed,Elsevier
"ScienceDirect Biochemistry, Genetics and Molecular Biology eBook Collection 2009",Subscribed,Elsevier
"ScienceDirect Biochemistry, Genetics and Molecular Biology eBook Collection 2010",Subscribed,Elsevier
"ScienceDirect Business, Management and Accounting Supplement 1",Subscribed,Elsevier
"ScienceDirect Business, Management, Hospitality and Tourism eBook Collection 2010",Subscribed,Elsevier
ScienceDirect Cell Press Backfile,Subscribed,Elsevier
ScienceDirect Chemical Engineering Backfile,Subscribed,Elsevier
ScienceDirect Chemical Engineering eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Chemical Engineering eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Chemical Engineering eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Chemistry eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Chemistry eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Chemistry eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Computer Science Backfile,Subscribed,Elsevier
ScienceDirect Computer Science eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Computer Science eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Computer Science eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Decision Sciences Backfile,Subscribed,Elsevier
ScienceDirect Earth & Planetary Sciences Backfile,Subscribed,Elsevier
ScienceDirect Earth and Planetary Sciences eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Earth and Planetary Sciences eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Earth and Planetary Sciences eBook Collection 2010,Subscribed,Elsevier
"ScienceDirect Economics, Econometrics & Finance Backfile",Subscribed,Elsevier
ScienceDirect Energy & Power Backfiles,Subscribed,Elsevier
ScienceDirect Energy eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Energy eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Energy eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Engineering & Technology Backfile,Subscribed,Elsevier
ScienceDirect Engineering eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Engineering eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Engineering eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Environmental Science Backfile,Subscribed,Elsevier
ScienceDirect Environmental Science eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Environmental Science eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Environmental Science eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Finance eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Finance eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Finance eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Forensics eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Free and Delayed Access Titles,Subscribed,Elsevier
ScienceDirect High Energy/Nuclear Physics & Astronomy Backfile,Subscribed,Elsevier
ScienceDirect Immunology & Microbiology Backfile,Subscribed,Elsevier
ScienceDirect Immunology and Microbiology eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Immunology and Microbiology eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Inorganic Chemistry Backfile,Subscribed,Elsevier
ScienceDirect Inorganic Chemistry Supplement 1,Subscribed,Elsevier
ScienceDirect Journals,Subscribed,Elsevier
ScienceDirect Materials Science Backfile,Subscribed,Elsevier
ScienceDirect Materials Science eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Materials Science eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Materials Science eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Mathematics Backfile,Subscribed,Elsevier
ScienceDirect Mathematics eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Mathematics eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Mathematics eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Media Technology eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Media Technology eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Medicine & Dentistry Backfiles,Subscribed,Elsevier
ScienceDirect Medicine and Dentistry Supplement 2,Subscribed,Elsevier
ScienceDirect Neuroscience Backfile,Subscribed,Elsevier
ScienceDirect Nursing and Health Professions Backfile,Subscribed,Elsevier
ScienceDirect Organic Chemistry Backfile,Subscribed,Elsevier
ScienceDirect Organic Chemistry Supplement 1,Subscribed,Elsevier
ScienceDirect Physical & Analytical Chemistry Backfile,Subscribed,Elsevier
ScienceDirect Physical and Analytical Chemistry Supplement 1,Subscribed,Elsevier
ScienceDirect Physics and Astronomy eBook Collection 2008,Subscribed,Elsevier
ScienceDirect Physics and Astronomy eBook Collection 2009,Subscribed,Elsevier
ScienceDirect Physics and Astronomy eBook Collection 2010,Subscribed,Elsevier
ScienceDirect Physics General Backfile,Subscribed,Elsevier
ScienceDirect Physics General Supplement 1,Subscribed,Elsevier
ScienceDirect Psychology Backfile,Subscribed,Elsevier
ScienceDirect Psychology Supplement 1,Subscribed,Elsevier
ScienceDirect Reference Works,Subscribed,Elsevier
ScienceDirect Social Science Backfile,Subscribed,Elsevier
ScienceDirect Social Science Supplement 1,Subscribed,Elsevier
ScienceDirect Veterinary Science and Veterinary Medicine Backfile,Subscribed,Elsevier
ScienceDirect: Subscribed Content (360 Search),Subscribed,Elsevier
Science's Next Wave,Subscribed,Pennsylvania State University
Scientific Research Publishing (SCIRP) Journals,Subscribed,Scientific Research Publishing
SciFinder,Subscribed,SciFinder
SciFinder,Subscribed,American Chemical Society
Scripta Paedagogica Online,Subscribed,Bibliothek für Bildungsgeschichtliche Forschung
SEG Digital Library,Subscribed,Society of Exploration Geophysicists
Shen Bao (__),Subscribed,Green Apple Data Center (_______)
SIAM ebook,Subscribed,Society for Industrial and Applied Mathematics
SIAM Journals Online,Subscribed,Society for Industrial and Applied Mathematics
Siku Quanshu,Subscribed,East View Information Services
Silent Film Online (North America),Subscribed,Alexander Street Press
Simmons Study of Media and Markets- Choices 3,Subscribed,Experian Consumer Research
SimplyMap,Subscribed,"Geographic Research, Inc"
Single Journals,Subscribed,Multiple Vendors
Sistema de Bibliotecas de la UNMSM,Subscribed,Sistema de Bibliotecas de la UNMSM
Slack Incorporated,Subscribed,Slack Incorporated
"Slavery and Anti-Slavery, Part II: Slave Trade in the Atlantic World",Subscribed,Gale
Slavery and Anti-Slavery: A Transnational Archive Part I,Subscribed,Gale
Smithsonian Global Sound,Subscribed,Alexander Street Press
Social Explorer,Subscribed,Social Explorer Inc.
Social Science Electronic Data Library (SSEDL),Subscribed,Sociometrics
Social Sciences Citation Index,Subscribed,Thomson Reuters
Social Services Abstracts,Subscribed,ProQuest
Société Mathématique de France,Subscribed,Société Mathématique de France
Society for American Archaeology Journals,Subscribed,MetaPress
Society for Endocrinology Journals,Subscribed,Society for Endocrinology
Society for General Microbiology,Subscribed,Society for General Microbiology
Society for Leukocyte Biology,Subscribed,Society for Leukocyte Biology
Society for Neuroscience,Subscribed,Society for Neuroscience
Society for Reproduction and Fertility,Subscribed,Society for Reproduction and Fertility
Society of American Archivists,Subscribed,MetaPress
Society of Rheology Publications,Subscribed,Society of Rheology
Sociological Abstracts,Subscribed,ProQuest
SodaPop (Simple Online Data Archive for Population Studies),Subscribed,Pennsylvania State University
Soil and Water Conservation Society Publications,Subscribed,Soil and Water Conservation Society
Solid State Technology,Subscribed,PennWell Publishing
Something About The Author Online,Subscribed,Gale
SORA - Searchable Ornithological Research Archive,Subscribed,University of New Mexico
Southern Poverty Law Center (SPLC) Publications,Subscribed,Southern Poverty Law Center (SPLC)
Spanish Language News and Magazines,Subscribed,MIT Libraries
SPEC Kits,Subscribed,Association of Research Libraries
SPIE Conference Proceedings by volume,Subscribed,American Institute of Physics
SPIE Digital Library,Subscribed,American Institute of Physics
SPIE Digital Library (Books),Subscribed,American Institute of Physics
SPIE Digital Library (Journals),Subscribed,American Institute of Physics
SPIE Open Access Publications,Subscribed,American Institute of Physics
Spiegel Wissen,Subscribed,Spiegel Online GmbH
Spin Web Database,Subscribed,American Institute of Physics
SPORTDiscus,Subscribed,EBSCOhost
Sports Business Research Network,Subscribed,Sports Business Research Network
Springer Book Series,Subscribed,Springer-Verlag
Springer Extra Materials,Subscribed,Springer-Verlag
Springer Online Journals Complete,Subscribed,Springer-Verlag
Springer Protocols,Subscribed,Springer-Verlag
SpringerLINK Archive - Behavioral Science,Subscribed,Springer-Verlag
SpringerLINK Archive - Biomedical and Life Sciences,Subscribed,Springer-Verlag
SpringerLINK Archive - Business and Economics,Subscribed,Springer-Verlag
SpringerLINK Archive - Chemistry and Materials Science,Subscribed,Springer-Verlag
SpringerLINK Archive - Computer Science,Subscribed,Springer-Verlag
SpringerLINK Archive - Earth and Environmental Science,Subscribed,Springer-Verlag
SpringerLINK Archive - Engineering,Subscribed,Springer-Verlag
"SpringerLINK Archive - Humanities, Social Sciences and Law",Subscribed,Springer-Verlag
SpringerLINK Archive - Mathematics and Statistics,Subscribed,Springer-Verlag
SpringerLINK Archive - Medicine,Subscribed,Springer-Verlag
SpringerLINK Archive - Physics and Astronomy,Subscribed,Springer-Verlag
SpringerLink Contemporary (1997 - Present),Subscribed,Springer-Verlag
SpringerLINK Contemporary (CIC),Subscribed,Springer-Verlag
SpringerLink ebooks - Architecture and Design (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Architecture and Design (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Architecture and Design (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Behavioral Science (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Behavioral Science (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Behavioral Science (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Biomedical and Life Sciences (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Biomedical and Life Sciences (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Biomedical and Life Sciences (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Business and Economics (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Business and Economics (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Business and Economics (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Chemistry and Materials Science (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Chemistry and Materials Science (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Chemistry and Materials Science (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Computer Science (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Computer Science (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Computer Science (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Earth and Environmental Science (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Earth and Environmental Science (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Earth and Environmental Science (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Engineering (2007),Subscribed,Springer-Verlag
SpringerLink ebooks - Engineering (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Engineering (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Engineering (2010),Subscribed,Springer-Verlag
"SpringerLink ebooks - Humanities, Social Sciences and Law (2008)",Subscribed,Springer-Verlag
"SpringerLink ebooks - Humanities, Social Sciences and Law (2009)",Subscribed,Springer-Verlag
"SpringerLink ebooks - Humanities, Social Sciences and Law (2010)",Subscribed,Springer-Verlag
SpringerLink ebooks - Mathematics and Statistics (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Mathematics and Statistics (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Mathematics and Statistics (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Medicine (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Medicine (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Medicine (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Physics and Astronomy (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Physics and Astronomy (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Physics and Astronomy (2010),Subscribed,Springer-Verlag
SpringerLink ebooks - Professional and Applied Computing (2008),Subscribed,Springer-Verlag
SpringerLink ebooks - Professional and Applied Computing (2009),Subscribed,Springer-Verlag
SpringerLink ebooks - Professional and Applied Computing (2010),Subscribed,Springer-Verlag
Springerlink Fully Open Access Journals,Subscribed,Springer-Verlag
SpringerLINK Lecture Notes in Computer Science,Subscribed,Springer-Verlag
SpringerLINK Lecture Notes in Control and Information Sciences,Subscribed,Springer-Verlag
SpringerLINK Lecture Notes in Mathematics,Subscribed,Springer-Verlag
SpringerLINK Lecture Notes in Physics,Subscribed,Springer-Verlag
SpringerOpen,Subscribed,Springer-Verlag
SRDS Services,Subscribed,SRDS
SSOAR (Social Science Open Access Repository),Subscribed,SSOAR (Social Science Open Access Repository)
Staff College Automated Military Periodicals Index (SCAMPI),Subscribed,DTIC
Stanford Encyclopedia of Philosophy,Subscribed,Stanford University
Stat!Ref,Subscribed,Teton Data Systems
State Capital Universe: Bill Tracking,Subscribed,LexisNexis
"State Papers Online: The Government of Britain, 1509-1714",Subscribed,Gale
Statsbiblioteket Aarhus,Subscribed,Aarhus University
Stratfor,Subscribed,"Strategic Forecasting, Inc."
Streaming Videos,Subscribed,Pennsylvania State University
"Stylus Publishing, LLC",Subscribed,MetaPress
Sunday Times Digital Archive,Subscribed,Gale
Supplementum Epigraphicum Graecum Online,Subscribed,Brill
Supreme Court Yearbook,Subscribed,Pennsylvania State University
Surrey Research Insight,Subscribed,University of Surrey
Sustainability Science Abstracts,Subscribed,ProQuest
SWEPUB Freely available online,Subscribed,Swedish Publication Index (SWEPUB)
Symposium Journals,Subscribed,Symposium Journals
Symposium Journals Free Content,Subscribed,Symposium Journals
Synthesis Collection Five,Subscribed,Morgan & Claypool Publishers
Synthesis Collection Four,Subscribed,Morgan & Claypool Publishers
Synthesis Collection One,Subscribed,Morgan & Claypool Publishers
Synthesis Collection Three,Subscribed,Morgan & Claypool Publishers
Synthesis Collection Two,Subscribed,Morgan & Claypool Publishers
Syriac Studies Reference Library,Subscribed,Brigham Young University
Tanner Lecture Library,Subscribed,University of Utah
Taylor & Francis Current Content Access,Subscribed,Taylor & Francis
Taylor & Francis Encyclopedias,Subscribed,Taylor & Francis
Taylor & Francis Online,Subscribed,Taylor & Francis
Teachers College Record,Subscribed,Teachers College - Columbia University
Television and Cable Factbook (Warren's),Subscribed,Pennsylvania State University
Television News Archive,Subscribed,Vanderbilt University
TELOS,Subscribed,Telos Press Publishing
Termedia Journals,Subscribed,Termedia Publishing House
Testaments to the Holocaust,Subscribed,Gale
The Sixties: Primary Documents and Personal Narratives,Subscribed,Alexander Street Press
Theatre in Video,Subscribed,Alexander Street Press
Thesaurus Linguae Graecae,Subscribed,University of California - Irvine
Thesaurus.com,Subscribed,"Lexico Publishing Group, LLC"
Theses & Dissertations Catalog,Subscribed,Pennsylvania State University
Thieme-Connect,Subscribed,Thieme
Thieme-Connect Backfiles,Subscribed,Thieme
Thomson ONE Banker,Subscribed,Thomson Financial
"Times Digital Archive, 1785-1985",Subscribed,Gale
Times Literary Supplement Centenary Archive,Subscribed,Gale
Times of London (Palmer Index),Subscribed,University of Michigan
Tobacco Control Research Publications,Subscribed,National Cancer Institute
TOCS-IN,Subscribed,University of Toronto
Toxicology Abstracts (Full archive),Subscribed,ProQuest
TOXLINE,Subscribed,ProQuest
TOXNET,Subscribed,National Library of Medicine
Trans Tech Publishers,Subscribed,Trans Tech Publishers
Transnational Dispute Management,Subscribed,MARIS BV
Transportation Research Board,Subscribed,Transportation Research Board
Transportation Research Board of the National Academies,Subscribed,MetaPress
TRIS,Subscribed,U.S. Department of Transportation
TUMS Electronic Journals,Subscribed,Tehran University of Medical Sciences
Turfgrass Information Service,Subscribed,Pennsylvania State University
Turpion Journals,Subscribed,Turpion Ltd.
Twentieth-Century Drama,Subscribed,Chadwyck-Healey
U.S. Government Documents,Subscribed,U.S. Government
"U.S. Relations with the Vatican and the Holocaust, 1940-1950",Subscribed,Gale
U.S. Supreme Court Records and Briefs,Subscribed,Gale
UBorrow,Subscribed,Florida Center for Library Automation (FCLA)
UCLA American Indian Studies Center,Subscribed,MetaPress
UCLA Chicano Studies Research Center Press,Subscribed,MetaPress
UIA Online Databases,Subscribed,Union of International Associations
ulrichsweb.com,Subscribed,ProQuest
UN Commodity Trade Statistics Database,Subscribed,United Nations
UNdata,Subscribed,United Nations
"Underground and Independent Comics, Comix, and Graphic Novels",Subscribed,Alexander Street Press
UNICEF,Subscribed,UNICEF
UniSA Library - Open Journal Systems,Subscribed,University of South Australia
United Nations Statistical Database,Subscribed,United Nations
United Nations Treaty Collection,Subscribed,United Nations
Universal Database of Russian Central Newspapers,Subscribed,East View Information Services
Universal Database of Russian Individual Titles,Subscribed,East View Information Services
Universal Library,Subscribed,Internet Archive
Universidad Complutense de Madrid Free Journals,Subscribed,Universidad Complutense de Madrid
Universitat Oberta de Catalunya E-Journals,Subscribed,Universitat Oberta de Catalunya
"University Library System, University of Pittsburgh: D-Scribe Collections",Subscribed,University of Pittsburgh
University of Adelaide Press (Open Access),Subscribed,University of Adelaide Press
University of Arizona Institutional Repository,Subscribed,University of Arizona
University of Chicago Library Catalog,Subscribed,University of Chicago Library
University of Chicago Press Journals,Subscribed,JSTOR
University of Illinois at Urbana-Champaign Library Catalog,Subscribed,University of Illinois
University of Illinois Press,Subscribed,University of Illinois
University of Illinois-Chicago Library Catalog (UICCAT),Subscribed,University of Illinois
University of Iowa Library Catalog (InfoHawk),Subscribed,University of Iowa
University of Michigan Library Catalog (MIRLYN),Subscribed,University of Michigan
University of Minnesota Library Catalog (MNCAT),Subscribed,University of Minnesota
University of Warwick Electronic Law Journals,Subscribed,University of Warwick
University of Wisconsin Press,Subscribed,University of Wisconsin
University of Wisconsin-Madison Library Catalog (MadCat),Subscribed,University of Wisconsin Madison
University Park Campus History Collections,Subscribed,Pennsylvania State University
US Census CenStats,Subscribed,U.S. Census Bureau
USA.gov,Subscribed,Office of Citizen Services and Communications
USPTO Issued Patents,Subscribed,USPTO
V&R Unipress,Subscribed,Vandenhoeck & Ruprecht
Value Line Research Center,Subscribed,Value Line Publishing
Vandenhoeck & Ruprecht Open-Access-Downloads,Subscribed,Vandenhoeck & Ruprecht
Vanderbilt Television News Archive (1968-present),Subscribed,Vanderbilt University
Vault Online Career Library,Subscribed,"Vault, Inc"
"Voices from Wartime France, 1939-1945: Clandestine Resistance and Vichy Newspapers (In French)",Subscribed,Gale
Voprosy istorii: Complete Collection,Subscribed,East View Information Services
W. B. Yeats Collection,Subscribed,Chadwyck-Healey
WASET Open Access Journals,Subscribed,"World Academy of Science, Engineering and Technology (WASET)"
Washington Information Directory Online Edition,Subscribed,CQ Press
Water Resources Abstracts,Subscribed,ProQuest
Web of Science,Subscribed,Thomson Reuters
Webster's Third New International Dictionary,Subscribed,Chadwyck-Healey
Welsh Journals Online,Subscribed,Welsh Journals Online
Westlaw China,Subscribed,Thomson Reuters
Wharton Research Data Services (WRDS),Subscribed,University of Pennsylvania
Wikipedia,Subscribed,Wikipedia
Wildlife & Ecology Studies Worldwide,Subscribed,EBSCOhost
Wildlife Disease Association,Subscribed,Wildlife Disease Association
Wiley-Blackwell 2010 Full Collection,Subscribed,Wiley-Blackwell
Wiley-Blackwell Analytical Sciences Backfiles,Subscribed,Wiley-Blackwell
Wiley-Blackwell Biology Backfiles,Subscribed,Wiley-Blackwell
"Wiley-Blackwell Biotechnology, Biochemistry and Biophysics Backfiles",Subscribed,Wiley-Blackwell
Wiley-Blackwell Business and Management Backfiles,Subscribed,Wiley-Blackwell
Wiley-Blackwell Cell and Developmental Biology Backfiles,Subscribed,Wiley-Blackwell
